,0,text,polarity,subjectivity,sentiment,tokenized,nonstop,stemmed
63,"@happy_pipes @F1 @AlphaTauriF1 @yukitsunoda07 this year is the time he improved but masked by unreliable car and team error, slow pitstop, bad strategy. alpha tauri this year just bad. marko himself approved and saw his growth in pace. he literally got 10s and 4s pitstop. nothing much can be done with alpha tauri this year",happypipes f alphataurif yukitsunoda this year is the time he improved but masked by unreliable car and team error slow pitstop bad strategy alpha tauri this year just bad marko himself approved and saw his growth in pace he literally got s and s pitstop nothing much can be done with alpha tauri this year,-0.37499999999999994,0.48333333333333334,negative,"['happypipes', 'f', 'alphataurif', 'yukitsunoda', 'this', 'year', 'is', 'the', 'time', 'he', 'improved', 'but', 'masked', 'by', 'unreliable', 'car', 'and', 'team', 'error', 'slow', 'pitstop', 'bad', 'strategy', 'alpha', 'tauri', 'this', 'year', 'just', 'bad', 'marko', 'himself', 'approved', 'and', 'saw', 'his', 'growth', 'in', 'pace', 'he', 'literally', 'got', 's', 'and', 's', 'pitstop', 'nothing', 'much', 'can', 'be', 'done', 'with', 'alpha', 'tauri', 'this', 'year']","['happypipes', 'f', 'alphataurif', 'yukitsunoda', 'year', 'time', 'improved', 'masked', 'unreliable', 'car', 'team', 'error', 'slow', 'pitstop', 'bad', 'strategy', 'alpha', 'tauri', 'year', 'bad', 'marko', 'approved', 'saw', 'growth', 'pace', 'literally', 'got', 'pitstop', 'nothing', 'much', 'done', 'alpha', 'tauri', 'year']","['happypip', 'f', 'alphataurif', 'yukitsunoda', 'year', 'time', 'improv', 'mask', 'unreli', 'car', 'team', 'error', 'slow', 'pitstop', 'bad', 'strategi', 'alpha', 'tauri', 'year', 'bad', 'marko', 'approv', 'saw', 'growth', 'pace', 'liter', 'got', 'pitstop', 'noth', 'much', 'done', 'alpha', 'tauri', 'year']"
64,"https://t.co/kekLwx2ANk via @wearetherace

I think on the evidence from what we’ve seen in the past 18 months, Yuki Tsunoda does deserve a third season at Alpha Tauri.

He still is very much a rough diamond but I’m absolutely convinced there’s enough speed and talent there.

#F1","httpstcokeklwxank via wearetherace

i think on the evidence from what we’ve seen in the past  months yuki tsunoda does deserve a third season at alpha tauri

he still is very much a rough diamond but i’m absolutely convinced there’s enough speed and talent there

f",-0.029999999999999992,0.41,positive,"['httpstcokeklwxank', 'via', 'wearetherace', 'i', 'think', 'on', 'the', 'evidence', 'from', 'what', 'we', 've', 'seen', 'in', 'the', 'past', 'months', 'yuki', 'tsunoda', 'does', 'deserve', 'a', 'third', 'season', 'at', 'alpha', 'tauri', 'he', 'still', 'is', 'very', 'much', 'a', 'rough', 'diamond', 'but', 'i', 'm', 'absolutely', 'convinced', 'there', 's', 'enough', 'speed', 'and', 'talent', 'there', 'f']","['httpstcokeklwxank', 'via', 'wearetherace', 'think', 'evidence', 'seen', 'past', 'months', 'yuki', 'tsunoda', 'deserve', 'third', 'season', 'alpha', 'tauri', 'still', 'much', 'rough', 'diamond', 'absolutely', 'convinced', 'enough', 'speed', 'talent', 'f']","['httpstcokeklwxank', 'via', 'wearetherac', 'think', 'evid', 'seen', 'past', 'month', 'yuki', 'tsunoda', 'deserv', 'third', 'season', 'alpha', 'tauri', 'still', 'much', 'rough', 'diamond', 'absolut', 'convinc', 'enough', 'speed', 'talent', 'f']"
65,"https://t.co/1pHXhuWeew via @wearetherace

Williams, Alpine and Alpha Tauri are all interested in the services of Nyck de Vries for 2023.

He’s always been a driver I’ve admired, but he’s never been given a proper chance in Formula 1 which now seems grossly unfair.

#F1","httpstcophxhuweew via wearetherace

williams alpine and alpha tauri are all interested in the services of nyck de vries for 

he’s always been a driver i’ve admired but he’s never been given a proper chance in formula  which now seems grossly unfair

f",-0.08333333333333333,0.5333333333333333,neutral,"['httpstcophxhuweew', 'via', 'wearetherace', 'williams', 'alpine', 'and', 'alpha', 'tauri', 'are', 'all', 'interested', 'in', 'the', 'services', 'of', 'nyck', 'de', 'vries', 'for', 'he', 's', 'always', 'been', 'a', 'driver', 'i', 've', 'admired', 'but', 'he', 's', 'never', 'been', 'given', 'a', 'proper', 'chance', 'in', 'formula', 'which', 'now', 'seems', 'grossly', 'unfair', 'f']","['httpstcophxhuweew', 'via', 'wearetherace', 'williams', 'alpine', 'alpha', 'tauri', 'interested', 'services', 'nyck', 'de', 'vries', 'always', 'driver', 'admired', 'never', 'given', 'proper', 'chance', 'formula', 'seems', 'grossly', 'unfair', 'f']","['httpstcophxhuweew', 'via', 'wearetherac', 'william', 'alpin', 'alpha', 'tauri', 'interest', 'servic', 'nyck', 'de', 'vri', 'alway', 'driver', 'admir', 'never', 'given', 'proper', 'chanc', 'formula', 'seem', 'grossli', 'unfair', 'f']"
66,"Na this #F122Game is mad. I signed George Russell in my team and they replaced him with Tsunoda.
Tsunodas replacement at alpha tauri was verstappen , red bull then replaced  verstappen with leclerc! 😂😂 #f1 #f122","na this fgame is mad i signed george russell in my team and they replaced him with tsunoda
tsunodas replacement at alpha tauri was verstappen  red bull then replaced  verstappen with leclerc 😂😂 f f",-0.3125,0.5,negative,"['na', 'this', 'fgame', 'is', 'mad', 'i', 'signed', 'george', 'russell', 'in', 'my', 'team', 'and', 'they', 'replaced', 'him', 'with', 'tsunoda', 'tsunodas', 'replacement', 'at', 'alpha', 'tauri', 'was', 'verstappen', 'red', 'bull', 'then', 'replaced', 'verstappen', 'with', 'leclerc', 'f', 'f']","['na', 'fgame', 'mad', 'signed', 'george', 'russell', 'team', 'replaced', 'tsunoda', 'tsunodas', 'replacement', 'alpha', 'tauri', 'verstappen', 'red', 'bull', 'replaced', 'verstappen', 'leclerc', 'f', 'f']","['na', 'fgame', 'mad', 'sign', 'georg', 'russel', 'team', 'replac', 'tsunoda', 'tsunoda', 'replac', 'alpha', 'tauri', 'verstappen', 'red', 'bull', 'replac', 'verstappen', 'leclerc', 'f', 'f']"
67,Yuki Tsunoda will remain in the Alpha Tauri F1 team in 2023[https://t.co/pqb7kIATo0] ~ World Today News https://t.co/S11bPIP1Cg,yuki tsunoda will remain in the alpha tauri f team in httpstcopqbkiato  world today news httpstcosbpipcg,0.0,0.0,neutral,"['yuki', 'tsunoda', 'will', 'remain', 'in', 'the', 'alpha', 'tauri', 'f', 'team', 'in', 'httpstcopqbkiato', 'world', 'today', 'news', 'httpstcosbpipcg']","['yuki', 'tsunoda', 'remain', 'alpha', 'tauri', 'f', 'team', 'httpstcopqbkiato', 'world', 'today', 'news', 'httpstcosbpipcg']","['yuki', 'tsunoda', 'remain', 'alpha', 'tauri', 'f', 'team', 'httpstcopqbkiato', 'world', 'today', 'news', 'httpstcosbpipcg']"
68,"Rumor: de Vries to take Gasly’s seat at AlphaTauri - https://t.co/omDy2Hk0ZH
Our sources say that before the Singapore GP, Pierre Gasly will be announced as being signed by the Alpine F1 team, and Nyck de Vries will be announced as Gasly’s replacement at Alpha Tauri.
Last Upd... https://t.co/04xXH9dmn0","rumor de vries to take gasly’s seat at alphatauri  httpstcoomdyhkzh
our sources say that before the singapore gp pierre gasly will be announced as being signed by the alpine f team and nyck de vries will be announced as gasly’s replacement at alpha tauri
last upd httpstcoxxhdmn",0.0,0.06666666666666667,neutral,"['rumor', 'de', 'vries', 'to', 'take', 'gasly', 's', 'seat', 'at', 'alphatauri', 'httpstcoomdyhkzh', 'our', 'sources', 'say', 'that', 'before', 'the', 'singapore', 'gp', 'pierre', 'gasly', 'will', 'be', 'announced', 'as', 'being', 'signed', 'by', 'the', 'alpine', 'f', 'team', 'and', 'nyck', 'de', 'vries', 'will', 'be', 'announced', 'as', 'gasly', 's', 'replacement', 'at', 'alpha', 'tauri', 'last', 'upd', 'httpstcoxxhdmn']","['rumor', 'de', 'vries', 'take', 'gasly', 'seat', 'alphatauri', 'httpstcoomdyhkzh', 'sources', 'say', 'singapore', 'gp', 'pierre', 'gasly', 'announced', 'signed', 'alpine', 'f', 'team', 'nyck', 'de', 'vries', 'announced', 'gasly', 'replacement', 'alpha', 'tauri', 'last', 'upd', 'httpstcoxxhdmn']","['rumor', 'de', 'vri', 'take', 'gasli', 'seat', 'alphatauri', 'httpstcoomdyhkzh', 'sourc', 'say', 'singapor', 'gp', 'pierr', 'gasli', 'announc', 'sign', 'alpin', 'f', 'team', 'nyck', 'de', 'vri', 'announc', 'gasli', 'replac', 'alpha', 'tauri', 'last', 'upd', 'httpstcoxxhdmn']"
69,"So the latest F1 gossip suggest De Vries to Alpha Tauri, Gasly to Alpine and Latifi SOMEHOW still having a seat next year.",so the latest f gossip suggest de vries to alpha tauri gasly to alpine and latifi somehow still having a seat next year,0.25,0.45,negative,"['so', 'the', 'latest', 'f', 'gossip', 'suggest', 'de', 'vries', 'to', 'alpha', 'tauri', 'gasly', 'to', 'alpine', 'and', 'latifi', 'somehow', 'still', 'having', 'a', 'seat', 'next', 'year']","['latest', 'f', 'gossip', 'suggest', 'de', 'vries', 'alpha', 'tauri', 'gasly', 'alpine', 'latifi', 'somehow', 'still', 'seat', 'next', 'year']","['latest', 'f', 'gossip', 'suggest', 'de', 'vri', 'alpha', 'tauri', 'gasli', 'alpin', 'latifi', 'somehow', 'still', 'seat', 'next', 'year']"
70,"Happy for Yuki Tsunoda, he deserved to be retained by Alpha Tauri. Big question is who is going to be his teammate? Personally I hope Pierre Gasly joins Alpine. Maybe Nyck de Vries or Colton Herta (looking less likely for the latter now) to Alpha Tauri.👊🙌🏎🏁🇯🇵 https://t.co/3g9688igfc",happy for yuki tsunoda he deserved to be retained by alpha tauri big question is who is going to be his teammate personally i hope pierre gasly joins alpine maybe nyck de vries or colton herta looking less likely for the latter now to alpha tauri👊🙌🏎🏁🇯🇵 httpstcogigfc,0.10555555555555557,0.41111111111111115,positive,"['happy', 'for', 'yuki', 'tsunoda', 'he', 'deserved', 'to', 'be', 'retained', 'by', 'alpha', 'tauri', 'big', 'question', 'is', 'who', 'is', 'going', 'to', 'be', 'his', 'teammate', 'personally', 'i', 'hope', 'pierre', 'gasly', 'joins', 'alpine', 'maybe', 'nyck', 'de', 'vries', 'or', 'colton', 'herta', 'looking', 'less', 'likely', 'for', 'the', 'latter', 'now', 'to', 'alpha', 'tauri', 'httpstcogigfc']","['happy', 'yuki', 'tsunoda', 'deserved', 'retained', 'alpha', 'tauri', 'big', 'question', 'going', 'teammate', 'personally', 'hope', 'pierre', 'gasly', 'joins', 'alpine', 'maybe', 'nyck', 'de', 'vries', 'colton', 'herta', 'looking', 'less', 'likely', 'latter', 'alpha', 'tauri', 'httpstcogigfc']","['happi', 'yuki', 'tsunoda', 'deserv', 'retain', 'alpha', 'tauri', 'big', 'question', 'go', 'teammat', 'person', 'hope', 'pierr', 'gasli', 'join', 'alpin', 'mayb', 'nyck', 'de', 'vri', 'colton', 'herta', 'look', 'less', 'like', 'latter', 'alpha', 'tauri', 'httpstcogigfc']"
71,"Alpha Tauri announce that Yuki Tsunoda will be staying with the team for 2023! Is this the right move?

#F1 #Tsunoda #AlphaTauri #RedBull","alpha tauri announce that yuki tsunoda will be staying with the team for  is this the right move

f tsunoda alphatauri redbull",0.2857142857142857,0.5357142857142857,neutral,"['alpha', 'tauri', 'announce', 'that', 'yuki', 'tsunoda', 'will', 'be', 'staying', 'with', 'the', 'team', 'for', 'is', 'this', 'the', 'right', 'move', 'f', 'tsunoda', 'alphatauri', 'redbull']","['alpha', 'tauri', 'announce', 'yuki', 'tsunoda', 'staying', 'team', 'right', 'move', 'f', 'tsunoda', 'alphatauri', 'redbull']","['alpha', 'tauri', 'announc', 'yuki', 'tsunoda', 'stay', 'team', 'right', 'move', 'f', 'tsunoda', 'alphatauri', 'redbul']"
72,"Yuki back at Alpha Tauri for 2023.

Um, this isn’t the right decision. He’s struggled this year and hasn’t been outperforming Gasly. 

If he can’t take the next step up next year, he’ll be out. https://t.co/MnrBhLU8DU","yuki back at alpha tauri for 

um this isn’t the right decision he’s struggled this year and hasn’t been outperforming gasly 

if he can’t take the next step up next year he’ll be out httpstcomnrbhludu",0.07142857142857142,0.13392857142857142,negative,"['yuki', 'back', 'at', 'alpha', 'tauri', 'for', 'um', 'this', 'isn', 't', 'the', 'right', 'decision', 'he', 's', 'struggled', 'this', 'year', 'and', 'hasn', 't', 'been', 'outperforming', 'gasly', 'if', 'he', 'can', 't', 'take', 'the', 'next', 'step', 'up', 'next', 'year', 'he', 'll', 'be', 'out', 'httpstcomnrbhludu']","['yuki', 'back', 'alpha', 'tauri', 'um', 'right', 'decision', 'struggled', 'year', 'outperforming', 'gasly', 'take', 'next', 'step', 'next', 'year', 'httpstcomnrbhludu']","['yuki', 'back', 'alpha', 'tauri', 'um', 'right', 'decis', 'struggl', 'year', 'outperform', 'gasli', 'take', 'next', 'step', 'next', 'year', 'httpstcomnrbhludu']"
73,"Staying put! 🤝✍️

Yuki Tsunoda will remain at Alpha Tauri for the 2023 F1 season.

#BBCF1","staying put 🤝✍️

yuki tsunoda will remain at alpha tauri for the  f season

bbcf",0.0,0.0,neutral,"['staying', 'put', 'yuki', 'tsunoda', 'will', 'remain', 'at', 'alpha', 'tauri', 'for', 'the', 'f', 'season', 'bbcf']","['staying', 'put', 'yuki', 'tsunoda', 'remain', 'alpha', 'tauri', 'f', 'season', 'bbcf']","['stay', 'put', 'yuki', 'tsunoda', 'remain', 'alpha', 'tauri', 'f', 'season', 'bbcf']"
74,"@AlphaTauriF1 @yukitsunoda07 I can’t see what keeping him for another year achieves .. he won’t be promoted to the main team .. I personally think the alpha tauri project needs a fresh approach , f1 is much healthier now and redbull could sell up and make a good profit",alphataurif yukitsunoda i can’t see what keeping him for another year achieves  he won’t be promoted to the main team  i personally think the alpha tauri project needs a fresh approach  f is much healthier now and redbull could sell up and make a good profit,0.2733333333333333,0.38666666666666666,positive,"['alphataurif', 'yukitsunoda', 'i', 'can', 't', 'see', 'what', 'keeping', 'him', 'for', 'another', 'year', 'achieves', 'he', 'won', 't', 'be', 'promoted', 'to', 'the', 'main', 'team', 'i', 'personally', 'think', 'the', 'alpha', 'tauri', 'project', 'needs', 'a', 'fresh', 'approach', 'f', 'is', 'much', 'healthier', 'now', 'and', 'redbull', 'could', 'sell', 'up', 'and', 'make', 'a', 'good', 'profit']","['alphataurif', 'yukitsunoda', 'see', 'keeping', 'another', 'year', 'achieves', 'promoted', 'main', 'team', 'personally', 'think', 'alpha', 'tauri', 'project', 'needs', 'fresh', 'approach', 'f', 'much', 'healthier', 'redbull', 'could', 'sell', 'make', 'good', 'profit']","['alphataurif', 'yukitsunoda', 'see', 'keep', 'anoth', 'year', 'achiev', 'promot', 'main', 'team', 'person', 'think', 'alpha', 'tauri', 'project', 'need', 'fresh', 'approach', 'f', 'much', 'healthier', 'redbul', 'could', 'sell', 'make', 'good', 'profit']"
75,"@AndyGraham22 Albon and De Vries is the lineup I am thinking rn would be the worst, if that happens. Or De Vries and Tsunoda if that's Alpha Tauri. 

It's not about Albon bad though it's Albon decent but alongside bad driver (f1 terms) whilst Mag and Hulk are both decent imo","andygraham albon and de vries is the lineup i am thinking rn would be the worst if that happens or de vries and tsunoda if thats alpha tauri 

its not about albon bad though its albon decent but alongside bad driver f terms whilst mag and hulk are both decent imo",-0.4133333333333333,0.7333333333333332,positive,"['andygraham', 'albon', 'and', 'de', 'vries', 'is', 'the', 'lineup', 'i', 'am', 'thinking', 'rn', 'would', 'be', 'the', 'worst', 'if', 'that', 'happens', 'or', 'de', 'vries', 'and', 'tsunoda', 'if', 'thats', 'alpha', 'tauri', 'its', 'not', 'about', 'albon', 'bad', 'though', 'its', 'albon', 'decent', 'but', 'alongside', 'bad', 'driver', 'f', 'terms', 'whilst', 'mag', 'and', 'hulk', 'are', 'both', 'decent', 'imo']","['andygraham', 'albon', 'de', 'vries', 'lineup', 'thinking', 'rn', 'would', 'worst', 'happens', 'de', 'vries', 'tsunoda', 'thats', 'alpha', 'tauri', 'albon', 'bad', 'though', 'albon', 'decent', 'alongside', 'bad', 'driver', 'f', 'terms', 'whilst', 'mag', 'hulk', 'decent', 'imo']","['andygraham', 'albon', 'de', 'vri', 'lineup', 'think', 'rn', 'would', 'worst', 'happen', 'de', 'vri', 'tsunoda', 'that', 'alpha', 'tauri', 'albon', 'bad', 'though', 'albon', 'decent', 'alongsid', 'bad', 'driver', 'f', 'term', 'whilst', 'mag', 'hulk', 'decent', 'imo']"
76,"And they continue together!
Yuki Tsunoda settling into his second year in Formula 1 has been confirmed a third season as well with the Alpha Tauri team, giving him time for more immense development! https://t.co/eOyuiVeT50","and they continue together
yuki tsunoda settling into his second year in formula  has been confirmed a third season as well with the alpha tauri team giving him time for more immense development httpstcoeoyuivet",0.18,0.5,positive,"['and', 'they', 'continue', 'together', 'yuki', 'tsunoda', 'settling', 'into', 'his', 'second', 'year', 'in', 'formula', 'has', 'been', 'confirmed', 'a', 'third', 'season', 'as', 'well', 'with', 'the', 'alpha', 'tauri', 'team', 'giving', 'him', 'time', 'for', 'more', 'immense', 'development', 'httpstcoeoyuivet']","['continue', 'together', 'yuki', 'tsunoda', 'settling', 'second', 'year', 'formula', 'confirmed', 'third', 'season', 'well', 'alpha', 'tauri', 'team', 'giving', 'time', 'immense', 'development', 'httpstcoeoyuivet']","['continu', 'togeth', 'yuki', 'tsunoda', 'settl', 'second', 'year', 'formula', 'confirm', 'third', 'season', 'well', 'alpha', 'tauri', 'team', 'give', 'time', 'immens', 'develop', 'httpstcoeoyuivet']"
77,"YUKI STAYING ON ALPHA TAURI!! 

i wonder what this means for Gasly?!? https://t.co/BVdm0B65yH","yuki staying on alpha tauri 

i wonder what this means for gasly httpstcobvdmbyh",0.0,0.0,neutral,"['yuki', 'staying', 'on', 'alpha', 'tauri', 'i', 'wonder', 'what', 'this', 'means', 'for', 'gasly', 'httpstcobvdmbyh']","['yuki', 'staying', 'alpha', 'tauri', 'wonder', 'means', 'gasly', 'httpstcobvdmbyh']","['yuki', 'stay', 'alpha', 'tauri', 'wonder', 'mean', 'gasli', 'httpstcobvdmbyh']"
78,Japanese Yuki Tsunoda will remain at Red Bull's Alpha Tauri team for a third season in 2023. (@BBCSport) #F1 #sevenbybs,japanese yuki tsunoda will remain at red bulls alpha tauri team for a third season in  bbcsport f sevenbybs,0.0,0.0,neutral,"['japanese', 'yuki', 'tsunoda', 'will', 'remain', 'at', 'red', 'bulls', 'alpha', 'tauri', 'team', 'for', 'a', 'third', 'season', 'in', 'bbcsport', 'f', 'sevenbybs']","['japanese', 'yuki', 'tsunoda', 'remain', 'red', 'bulls', 'alpha', 'tauri', 'team', 'third', 'season', 'bbcsport', 'f', 'sevenbybs']","['japanes', 'yuki', 'tsunoda', 'remain', 'red', 'bull', 'alpha', 'tauri', 'team', 'third', 'season', 'bbcsport', 'f', 'sevenbyb']"
79,#F1 #SingaporeGP | Tsunoda is confirmed at Alpha Tauri for 2023. The question remains who will be his teammate? https://t.co/cY20cLQi4w,f singaporegp  tsunoda is confirmed at alpha tauri for  the question remains who will be his teammate httpstcocyclqiw,0.4,1.0,neutral,"['f', 'singaporegp', 'tsunoda', 'is', 'confirmed', 'at', 'alpha', 'tauri', 'for', 'the', 'question', 'remains', 'who', 'will', 'be', 'his', 'teammate', 'httpstcocyclqiw']","['f', 'singaporegp', 'tsunoda', 'confirmed', 'alpha', 'tauri', 'question', 'remains', 'teammate', 'httpstcocyclqiw']","['f', 'singaporegp', 'tsunoda', 'confirm', 'alpha', 'tauri', 'question', 'remain', 'teammat', 'httpstcocyclqiw']"
80,"@_steve_o_ @F1 @AlphaTauriF1 @yukitsunoda07 @PierreGASLY Alpha Tauri have De Vries ,Schumacher, Giovinazzi.. they have many candidats.  Tauri are a low midfield team, and there are many midfield drivers on the market, replacing Gasly will not be difficult. And Gasly deserves to leave for a better team after all he has done for Tauri",steveo f alphataurif yukitsunoda pierregasly alpha tauri have de vries schumacher giovinazzi they have many candidats  tauri are a low midfield team and there are many midfield drivers on the market replacing gasly will not be difficult and gasly deserves to leave for a better team after all he has done for tauri,0.2,0.5599999999999999,positive,"['steveo', 'f', 'alphataurif', 'yukitsunoda', 'pierregasly', 'alpha', 'tauri', 'have', 'de', 'vries', 'schumacher', 'giovinazzi', 'they', 'have', 'many', 'candidats', 'tauri', 'are', 'a', 'low', 'midfield', 'team', 'and', 'there', 'are', 'many', 'midfield', 'drivers', 'on', 'the', 'market', 'replacing', 'gasly', 'will', 'not', 'be', 'difficult', 'and', 'gasly', 'deserves', 'to', 'leave', 'for', 'a', 'better', 'team', 'after', 'all', 'he', 'has', 'done', 'for', 'tauri']","['steveo', 'f', 'alphataurif', 'yukitsunoda', 'pierregasly', 'alpha', 'tauri', 'de', 'vries', 'schumacher', 'giovinazzi', 'many', 'candidats', 'tauri', 'low', 'midfield', 'team', 'many', 'midfield', 'drivers', 'market', 'replacing', 'gasly', 'difficult', 'gasly', 'deserves', 'leave', 'better', 'team', 'done', 'tauri']","['steveo', 'f', 'alphataurif', 'yukitsunoda', 'pierregasli', 'alpha', 'tauri', 'de', 'vri', 'schumach', 'giovinazzi', 'mani', 'candidat', 'tauri', 'low', 'midfield', 'team', 'mani', 'midfield', 'driver', 'market', 'replac', 'gasli', 'difficult', 'gasli', 'deserv', 'leav', 'better', 'team', 'done', 'tauri']"
81,"Yuki Tsunoda will be back on track next year with Alpha Tauri🏎

The question is, who will be joining him at the Italian team next year?🤔 

Read the full story:

https://t.co/ogtns2nLKy

#f1 #formula1 #F12022 #yukitsunoda","yuki tsunoda will be back on track next year with alpha tauri🏎

the question is who will be joining him at the italian team next year🤔 

read the full story

httpstcoogtnsnlky

f formula f yukitsunoda",0.06999999999999999,0.11000000000000001,neutral,"['yuki', 'tsunoda', 'will', 'be', 'back', 'on', 'track', 'next', 'year', 'with', 'alpha', 'tauri', 'the', 'question', 'is', 'who', 'will', 'be', 'joining', 'him', 'at', 'the', 'italian', 'team', 'next', 'year', 'read', 'the', 'full', 'story', 'httpstcoogtnsnlky', 'f', 'formula', 'f', 'yukitsunoda']","['yuki', 'tsunoda', 'back', 'track', 'next', 'year', 'alpha', 'tauri', 'question', 'joining', 'italian', 'team', 'next', 'year', 'read', 'full', 'story', 'httpstcoogtnsnlky', 'f', 'formula', 'f', 'yukitsunoda']","['yuki', 'tsunoda', 'back', 'track', 'next', 'year', 'alpha', 'tauri', 'question', 'join', 'italian', 'team', 'next', 'year', 'read', 'full', 'stori', 'httpstcoogtnsnlki', 'f', 'formula', 'f', 'yukitsunoda']"
82,@FormulaOneNews Yuki Tsunoda confirmed by Alpha Tauri to remain on their driver line-up for the 2023 season. #F1,formulaonenews yuki tsunoda confirmed by alpha tauri to remain on their driver lineup for the  season f,0.4,1.0,neutral,"['formulaonenews', 'yuki', 'tsunoda', 'confirmed', 'by', 'alpha', 'tauri', 'to', 'remain', 'on', 'their', 'driver', 'lineup', 'for', 'the', 'season', 'f']","['formulaonenews', 'yuki', 'tsunoda', 'confirmed', 'alpha', 'tauri', 'remain', 'driver', 'lineup', 'season', 'f']","['formulaonenew', 'yuki', 'tsunoda', 'confirm', 'alpha', 'tauri', 'remain', 'driver', 'lineup', 'season', 'f']"
83,"Yuki Tsunoda is the deserving choice for Alpha Tauri for next season, says the boss! 🙌🏻

#F1 #YukiTsunoda #AlphaTauri https://t.co/GjSTT0lYYm","yuki tsunoda is the deserving choice for alpha tauri for next season says the boss 🙌🏻

f yukitsunoda alphatauri httpstcogjsttlyym",0.3,0.4,neutral,"['yuki', 'tsunoda', 'is', 'the', 'deserving', 'choice', 'for', 'alpha', 'tauri', 'for', 'next', 'season', 'says', 'the', 'boss', 'f', 'yukitsunoda', 'alphatauri', 'httpstcogjsttlyym']","['yuki', 'tsunoda', 'deserving', 'choice', 'alpha', 'tauri', 'next', 'season', 'says', 'boss', 'f', 'yukitsunoda', 'alphatauri', 'httpstcogjsttlyym']","['yuki', 'tsunoda', 'deserv', 'choic', 'alpha', 'tauri', 'next', 'season', 'say', 'boss', 'f', 'yukitsunoda', 'alphatauri', 'httpstcogjsttlyym']"
84,@F1 @AlphaTauriF1 @yukitsunoda07 Finance officer at Alpha Tauri right now. https://t.co/IX8R2qgo3z,f alphataurif yukitsunoda finance officer at alpha tauri right now httpstcoixrqgoz,0.2857142857142857,0.5357142857142857,neutral,"['f', 'alphataurif', 'yukitsunoda', 'finance', 'officer', 'at', 'alpha', 'tauri', 'right', 'now', 'httpstcoixrqgoz']","['f', 'alphataurif', 'yukitsunoda', 'finance', 'officer', 'alpha', 'tauri', 'right', 'httpstcoixrqgoz']","['f', 'alphataurif', 'yukitsunoda', 'financ', 'offic', 'alpha', 'tauri', 'right', 'httpstcoixrqgoz']"
85,"Yuki driver number 22, Alpha Tauri announces his stay on 22nd September, 2022. I like it.
#F1 https://t.co/cQgweQsp3k","yuki driver number  alpha tauri announces his stay on nd september  i like it
f httpstcocqgweqspk",0.0,0.0,positive,"['yuki', 'driver', 'number', 'alpha', 'tauri', 'announces', 'his', 'stay', 'on', 'nd', 'september', 'i', 'like', 'it', 'f', 'httpstcocqgweqspk']","['yuki', 'driver', 'number', 'alpha', 'tauri', 'announces', 'stay', 'nd', 'september', 'like', 'f', 'httpstcocqgweqspk']","['yuki', 'driver', 'number', 'alpha', 'tauri', 'announc', 'stay', 'nd', 'septemb', 'like', 'f', 'httpstcocqgweqspk']"
86,"Let's go! Yuki Tsunoda is a massive talent who, in hindsight, probably needed an extra year in F2 to ease his F1 transition, but Franz Tost and Alpha Tauri have been fantastic in developing him after the jump, and let's hope 2023 is the year he finally fulfils his potential. https://t.co/rTdMGiY1pB",lets go yuki tsunoda is a massive talent who in hindsight probably needed an extra year in f to ease his f transition but franz tost and alpha tauri have been fantastic in developing him after the jump and lets hope  is the year he finally fulfils his potential httpstcortdmgiypb,0.08,0.8,positive,"['lets', 'go', 'yuki', 'tsunoda', 'is', 'a', 'massive', 'talent', 'who', 'in', 'hindsight', 'probably', 'needed', 'an', 'extra', 'year', 'in', 'f', 'to', 'ease', 'his', 'f', 'transition', 'but', 'franz', 'tost', 'and', 'alpha', 'tauri', 'have', 'been', 'fantastic', 'in', 'developing', 'him', 'after', 'the', 'jump', 'and', 'lets', 'hope', 'is', 'the', 'year', 'he', 'finally', 'fulfils', 'his', 'potential', 'httpstcortdmgiypb']","['lets', 'go', 'yuki', 'tsunoda', 'massive', 'talent', 'hindsight', 'probably', 'needed', 'extra', 'year', 'f', 'ease', 'f', 'transition', 'franz', 'tost', 'alpha', 'tauri', 'fantastic', 'developing', 'jump', 'lets', 'hope', 'year', 'finally', 'fulfils', 'potential', 'httpstcortdmgiypb']","['let', 'go', 'yuki', 'tsunoda', 'massiv', 'talent', 'hindsight', 'probabl', 'need', 'extra', 'year', 'f', 'eas', 'f', 'transit', 'franz', 'tost', 'alpha', 'tauri', 'fantast', 'develop', 'jump', 'let', 'hope', 'year', 'final', 'fulfil', 'potenti', 'httpstcortdmgiypb']"
87,Japanese Yuki Tsunoda will remain at Red Bull's Alpha Tauri team for a third season in 2023. https://t.co/VXik4czAaS  🏎 🏁 #f1 #formula1 https://t.co/sPuseGDCc1,japanese yuki tsunoda will remain at red bulls alpha tauri team for a third season in  httpstcovxikczaas  🏎 🏁 f formula httpstcospusegdcc,0.0,0.0,neutral,"['japanese', 'yuki', 'tsunoda', 'will', 'remain', 'at', 'red', 'bulls', 'alpha', 'tauri', 'team', 'for', 'a', 'third', 'season', 'in', 'httpstcovxikczaas', 'f', 'formula', 'httpstcospusegdcc']","['japanese', 'yuki', 'tsunoda', 'remain', 'red', 'bulls', 'alpha', 'tauri', 'team', 'third', 'season', 'httpstcovxikczaas', 'f', 'formula', 'httpstcospusegdcc']","['japanes', 'yuki', 'tsunoda', 'remain', 'red', 'bull', 'alpha', 'tauri', 'team', 'third', 'season', 'httpstcovxikczaa', 'f', 'formula', 'httpstcospusegdcc']"
